empirical_id,country,question,sex,education,class,occupation,political_ident,empirical,model,thinking,match,valid,raw_response,backend,model_name,temperature,timestamp
1613,Argentina,Q130,woman,secondary education,upper middle class,skilled worker,center,Let people come as long as there are jobs available,Let people come as long as there are jobs available,"Let anyone come who wants to: too open, might hurt local employment. Let people come as long as there are jobs available: balanced, protects jobs while allowing talent. Place strict limits on the number of foreigners who can come here: too restrictive, could hurt economy. Prohibit people coming here from other countries: too extreme. Therefore I would choose letting people come only if there are jobs available.",True,True,"{
  ""thinking"": ""Let anyone come who wants to: too open, might hurt local employment. Let people come as long as there are jobs available: balanced, protects jobs while allowing talent. Place strict limits on the number of foreigners who can come here: too restrictive, could hurt economy. Prohibit people coming here from other countries: too extreme. Therefore I would choose letting people come only if there are jobs available."",
  ""Q130"": ""Let people come as long as there are jobs available""
}",ollama,gpt-oss:20B,1.0,2026-05-16T23:22:32.958630
1614,Argentina,Q130,man,secondary education,lower middle class,person who never had a job,center-left,Let people come as long as there are jobs available,Let people come as long as there are jobs available,"I am a lower middle class guy with no job. As a center‑left person I generally think immigration should help the economy but I also care about local job prospects. I don’t want a flood of foreigners that would push me out of work, but I also believe the state should let people come if there is real demand for labor. I’m not in favor of a total ban or extremely strict limits. So the best fit is the middle‑ground option that ties immigration to job availability.",True,True,"{""thinking"":""I am a lower middle class guy with no job. As a center‑left person I generally think immigration should help the economy but I also care about local job prospects. I don’t want a flood of foreigners that would push me out of work, but I also believe the state should let people come if there is real demand for labor. I’m not in favor of a total ban or extremely strict limits. So the best fit is the middle‑ground option that ties immigration to job availability."",""Q130"":""Let people come as long as there are jobs available""}",ollama,gpt-oss:20B,1.0,2026-05-16T23:22:36.233277
1617,Argentina,Q130,woman,secondary education,lower middle class,person who never had a job,center-left,Let people come as long as there are jobs available,Let people come as long as there are jobs available,"As a lower middle‑class woman with no job, I care about economic opportunity for all. I think the state should let foreigners in if it can help fill jobs, but I’m not a pro‑unrestricted immigration person. I would not want a blanket ban or unlimited entry. So I support allowing people to come only when there are jobs available.",True,True,"{
  ""thinking"": ""As a lower middle‑class woman with no job, I care about economic opportunity for all. I think the state should let foreigners in if it can help fill jobs, but I’m not a pro‑unrestricted immigration person. I would not want a blanket ban or unlimited entry. So I support allowing people to come only when there are jobs available."",
  ""Q130"": ""Let people come as long as there are jobs available""
}",ollama,gpt-oss:20B,1.0,2026-05-16T23:22:38.630674
1618,Argentina,Q130,man,secondary education,lower middle class,skilled worker,center,Place strict limits on the number of foreigners who can come here,Let people come as long as there are jobs available,I would not say let anyone come who wants to because we need jobs and resources. I would also not want strict limits on foreigners because that would be too harsh and could hurt the economy. Prohibiting people from coming entirely is too extreme. So I would let people come as long as there are jobs available.,False,True,"{""thinking"":""I would not say let anyone come who wants to because we need jobs and resources. I would also not want strict limits on foreigners because that would be too harsh and could hurt the economy. Prohibiting people from coming entirely is too extreme. So I would let people come as long as there are jobs available."",""Q130"":""Let people come as long as there are jobs available""}",ollama,gpt-oss:20B,1.0,2026-05-16T23:22:41.588949
1619,Argentina,Q130,man,higher education,lower middle class,sales worker,center,Place strict limits on the number of foreigners who can come here,Let people come as long as there are jobs available,"I would prefer that immigration be regulated so it doesn’t flood the labor market and push down wages for people like me. Allowing anyone to come regardless of job demand would increase competition for the sales jobs I hold. Strict limits feel too harsh and could harm our economy, while prohibiting all foreigners is too extreme. Therefore, I support letting people come only if there are jobs available.",False,True,"{""thinking"":""I would prefer that immigration be regulated so it doesn’t flood the labor market and push down wages for people like me. Allowing anyone to come regardless of job demand would increase competition for the sales jobs I hold. Strict limits feel too harsh and could harm our economy, while prohibiting all foreigners is too extreme. Therefore, I support letting people come only if there are jobs available."",""Q130"":""Let people come as long as there are jobs available""}",ollama,gpt-oss:20B,1.0,2026-05-16T23:22:45.644490
1620,Argentina,Q130,man,low education,upper middle class,skilled worker,center,Let people come as long as there are jobs available,Let people come as long as there are jobs available,"I am a skilled worker in Argentina, and I feel I’m part of the upper middle class. As someone who cares about job opportunities for my own family and my community, I would not want the government to open the door to everyone without any checks. At the same time, I don’t think we should have the most restrictive policy ever – we still need foreign talent to fill gaps in the labor market and keep the economy moving. Therefore, I believe the best approach is to let people come to work only if there are jobs available. That keeps competition fair and ensures the economy benefits from foreign workers, while protecting local jobs.

- Let anyone come who wants to: Too open, could hurt local job market.
- Let people come as long as there are jobs available: Balanced, fits my center stance.
- Place strict limits on the number of foreigners who can come here: Too restrictive.
- Prohibit people coming here from other countries: Too extreme.
",True,True,"{""thinking"":""I am a skilled worker in Argentina, and I feel I’m part of the upper middle class. As someone who cares about job opportunities for my own family and my community, I would not want the government to open the door to everyone without any checks. At the same time, I don’t think we should have the most restrictive policy ever – we still need foreign talent to fill gaps in the labor market and keep the economy moving. Therefore, I believe the best approach is to let people come to work only if there are jobs available. That keeps competition fair and ensures the economy benefits from foreign workers, while protecting local jobs.\n\n- Let anyone come who wants to: Too open, could hurt local job market.\n- Let people come as long as there are jobs available: Balanced, fits my center stance.\n- Place strict limits on the number of foreigners who can come here: Too restrictive.\n- Prohibit people coming here from other countries: Too extreme.\n"",""Q130"":""Let people come as long as there are jobs available""}",ollama,gpt-oss:20B,1.0,2026-05-16T23:22:49.627518
1621,Argentina,Q130,woman,secondary education,lower middle class,unskilled worker,center,Place strict limits on the number of foreigners who can come here,Let people come as long as there are jobs available,"I would be worried about too much competition for jobs, so I wouldn't say let anyone come. I think a sensible approach is to allow foreigners only when there are jobs available, to keep the market balanced. Strict limits feel too harsh and I don't want to prohibit completely. So I choose the middle option.",False,True,"{""thinking"":""I would be worried about too much competition for jobs, so I wouldn't say let anyone come. I think a sensible approach is to allow foreigners only when there are jobs available, to keep the market balanced. Strict limits feel too harsh and I don't want to prohibit completely. So I choose the middle option."",""Q130"":""Let people come as long as there are jobs available""}",ollama,gpt-oss:20B,1.0,2026-05-16T23:22:53.691252
1623,Argentina,Q130,man,higher education,lower middle class,clerical worker,center,Let people come as long as there are jobs available,Let people come as long as there are jobs available,"I would not let anyone come just because they want to, as that could hurt job prospects for locals. I would allow workers if there are jobs available, because it supports the economy and my own job security. I would not impose strict limits, since that feels overly restrictive and may hurt the economy. I would not prohibit everyone entirely, as people can bring skills and help society.",True,True,"{""thinking"":""I would not let anyone come just because they want to, as that could hurt job prospects for locals. I would allow workers if there are jobs available, because it supports the economy and my own job security. I would not impose strict limits, since that feels overly restrictive and may hurt the economy. I would not prohibit everyone entirely, as people can bring skills and help society."",""Q130"":""Let people come as long as there are jobs available""}",ollama,gpt-oss:20B,1.0,2026-05-16T23:22:58.349388
1624,Argentina,Q130,man,secondary education,upper middle class,clerical worker,center,Let people come as long as there are jobs available,Let people come as long as there are jobs available,"I am an upper middle class clerical worker in Argentina with a centrist political view. I think the government should be cautious but open to immigration. Letting anyone come would risk competition for jobs and social strain. Placing strict limits would be too hard‑pressed and possibly discriminatory. Prohibiting all foreigners is too extreme. Therefore the best balance is to allow foreign workers only when there are jobs available, ensuring demand and protecting local labor.",True,True,"{""thinking"":""I am an upper middle class clerical worker in Argentina with a centrist political view. I think the government should be cautious but open to immigration. Letting anyone come would risk competition for jobs and social strain. Placing strict limits would be too hard‑pressed and possibly discriminatory. Prohibiting all foreigners is too extreme. Therefore the best balance is to allow foreign workers only when there are jobs available, ensuring demand and protecting local labor."",""Q130"":""Let people come as long as there are jobs available""}",ollama,gpt-oss:20B,1.0,2026-05-16T23:23:01.398846
1625,Argentina,Q130,woman,secondary education,lower class,person who never had a job,center-right,Place strict limits on the number of foreigners who can come here,Let people come as long as there are jobs available,"I would let people come as long as there are jobs available. I care about job opportunities for locals, so I don’t want open immigration that could hurt my own chances. I’m not in favor of letting anyone come regardless of circumstances, nor would I impose very strict limits or a total ban.",False,True,"{""thinking"":""I would let people come as long as there are jobs available. I care about job opportunities for locals, so I don’t want open immigration that could hurt my own chances. I’m not in favor of letting anyone come regardless of circumstances, nor would I impose very strict limits or a total ban."",""Q130"":""Let people come as long as there are jobs available""}",ollama,gpt-oss:20B,1.0,2026-05-16T23:23:04.516428
1627,Argentina,Q130,woman,higher education,lower middle class,sales worker,far-left,Let people come as long as there are jobs available,Let anyone come who wants to,"I am a far-left person in Argentina, valuing solidarity and workers’ rights. I see immigration as a form of international solidarity, not a threat. I would support allowing anyone to come who wants to work, as that would help workers worldwide and foster a more inclusive society. Restricting or prohibiting would be discriminatory and serve capitalist interests. Allowing only if there are jobs is too restrictive and still excludes those who could help or learn. So I choose ‘Let anyone come who wants to’.",False,True,"{""thinking"":""I am a far-left person in Argentina, valuing solidarity and workers’ rights. I see immigration as a form of international solidarity, not a threat. I would support allowing anyone to come who wants to work, as that would help workers worldwide and foster a more inclusive society. Restricting or prohibiting would be discriminatory and serve capitalist interests. Allowing only if there are jobs is too restrictive and still excludes those who could help or learn. So I choose ‘Let anyone come who wants to’."",""Q130"":""Let anyone come who wants to""}",ollama,gpt-oss:20B,1.0,2026-05-16T23:23:08.993845
1628,Argentina,Q130,man,secondary education,lower middle class,person who never had a job,center,Let people come as long as there are jobs available,Let people come as long as there are jobs available,"I’m a lower‑middle‑class guy with no job and only secondary education. I’m politically centrist, so I don’t favor extreme openness or total restriction. I think the government should allow foreign workers only when there are real job openings that local people can’t fill. That balances helping the economy without crowding out locals. So I’ll pick the moderate stance that ties immigration to job availability.",True,True,"{""thinking"":""I’m a lower‑middle‑class guy with no job and only secondary education. I’m politically centrist, so I don’t favor extreme openness or total restriction. I think the government should allow foreign workers only when there are real job openings that local people can’t fill. That balances helping the economy without crowding out locals. So I’ll pick the moderate stance that ties immigration to job availability."",""Q130"":""Let people come as long as there are jobs available""}",ollama,gpt-oss:20B,1.0,2026-05-16T23:23:12.201139
1629,Argentina,Q130,woman,secondary education,working class,person who never had a job,center,Let people come as long as there are jobs available,Let people come as long as there are jobs available,"I want jobs and want to be able to work, but I also don't want to see foreigners taking all the opportunities. So I'd say the government should let people come only if there are jobs available. That way we can keep the job market open but still protect our chances.",True,True,"{""thinking"":""I want jobs and want to be able to work, but I also don't want to see foreigners taking all the opportunities. So I'd say the government should let people come only if there are jobs available. That way we can keep the job market open but still protect our chances."",""Q130"":""Let people come as long as there are jobs available""}",ollama,gpt-oss:20B,1.0,2026-05-16T23:23:16.784916
1630,Argentina,Q130,woman,secondary education,lower class,person who never had a job,center,Let people come as long as there are jobs available,Let people come as long as there are jobs available,"Option 1 is too open; I worry about competition for scarce jobs. Option 2 balances openness with economic reality, which fits my centrist view. Option 3 feels overly restrictive, not what I support. Option 4 is too extreme and not my stance.",True,True,"{
  ""thinking"": ""Option 1 is too open; I worry about competition for scarce jobs. Option 2 balances openness with economic reality, which fits my centrist view. Option 3 feels overly restrictive, not what I support. Option 4 is too extreme and not my stance."",
  ""Q130"": ""Let people come as long as there are jobs available""
}",ollama,gpt-oss:20B,1.0,2026-05-16T23:23:20.157344
1635,Argentina,Q130,woman,secondary education,lower middle class,person who never had a job,center,Let anyone come who wants to,Let people come as long as there are jobs available,"I think about the impact on jobs. I don't want competition that would push me further into unemployment, but I also don't want the government to completely shut out anyone. I would prefer a policy that allows foreigners to work only if there are open jobs, so that we can share opportunities without harming my chances. This is a balanced, centrist stance.",False,True,"{
  ""thinking"": ""I think about the impact on jobs. I don't want competition that would push me further into unemployment, but I also don't want the government to completely shut out anyone. I would prefer a policy that allows foreigners to work only if there are open jobs, so that we can share opportunities without harming my chances. This is a balanced, centrist stance."",
  ""Q130"": ""Let people come as long as there are jobs available""
}",ollama,gpt-oss:20B,1.0,2026-05-16T23:23:22.357485
1636,Argentina,Q130,man,secondary education,lower middle class,sales worker,center,Place strict limits on the number of foreigners who can come here,Let people come as long as there are jobs available,"Let anyone come who wants to: too open, may increase competition for jobs I worry about; Let people come as long as there are jobs available: balances immigration with employment needs, seems reasonable; Place strict limits on the number of foreigners who can come here: too restrictive, could harm economy; Prohibit people coming here from other countries: too extreme. The most likely choice is allowing immigration only when jobs exist.",False,True,"{
  ""thinking"": ""Let anyone come who wants to: too open, may increase competition for jobs I worry about; Let people come as long as there are jobs available: balances immigration with employment needs, seems reasonable; Place strict limits on the number of foreigners who can come here: too restrictive, could harm economy; Prohibit people coming here from other countries: too extreme. The most likely choice is allowing immigration only when jobs exist."",
  ""Q130"": ""Let people come as long as there are jobs available""
}",ollama,gpt-oss:20B,1.0,2026-05-16T23:23:24.818700
1637,Argentina,Q130,man,secondary education,lower middle class,sales worker,center,Let people come as long as there are jobs available,Let people come as long as there are jobs available,"As a lower middle class sales worker, I worry about job competition but also believe in balanced immigration. Letting anyone in without checks risks unemployment and pressure on wages. Allowing only those who can fill open jobs seems fair. Strict limits feel too harsh on foreigners, and banning them entirely is too extreme. So I lean toward letting people come as long as there are jobs available.",True,True,"{
  ""thinking"": ""As a lower middle class sales worker, I worry about job competition but also believe in balanced immigration. Letting anyone in without checks risks unemployment and pressure on wages. Allowing only those who can fill open jobs seems fair. Strict limits feel too harsh on foreigners, and banning them entirely is too extreme. So I lean toward letting people come as long as there are jobs available."",
  ""Q130"": ""Let people come as long as there are jobs available""
}",ollama,gpt-oss:20B,1.0,2026-05-16T23:23:29.137135
1638,Argentina,Q130,woman,low education,lower middle class,person who never had a job,center-right,Prohibit people coming here from other countries,Let people come as long as there are jobs available,"I would not support letting anyone come in freely because that could lead to too many people competing for jobs. I also wouldn’t want to completely prohibit immigration, nor set very strict limits that could hurt businesses. I think the sensible approach is to allow immigration only when there are jobs to fill, which balances economic needs with protecting local workers.",False,True,"{""thinking"":""I would not support letting anyone come in freely because that could lead to too many people competing for jobs. I also wouldn’t want to completely prohibit immigration, nor set very strict limits that could hurt businesses. I think the sensible approach is to allow immigration only when there are jobs to fill, which balances economic needs with protecting local workers."",""Q130"":""Let people come as long as there are jobs available""}",ollama,gpt-oss:20B,1.0,2026-05-16T23:23:32.115614
1640,Argentina,Q130,woman,secondary education,working class,person who never had a job,center-right,Place strict limits on the number of foreigners who can come here,Let people come as long as there are jobs available,"I want to consider each choice: letting anyone come would mean competition for the few jobs I might have, so not ideal; letting people come only if there are jobs available fits a market approach and protects local workers; strict limits might be too harsh and ignore economic benefits; prohibiting completely would be too extreme and unfair. I lean toward allowing immigration tied to job availability.",False,True,"{""thinking"":""I want to consider each choice: letting anyone come would mean competition for the few jobs I might have, so not ideal; letting people come only if there are jobs available fits a market approach and protects local workers; strict limits might be too harsh and ignore economic benefits; prohibiting completely would be too extreme and unfair. I lean toward allowing immigration tied to job availability."",""Q130"":""Let people come as long as there are jobs available""}",ollama,gpt-oss:20B,1.0,2026-05-16T23:23:35.492424
1641,Argentina,Q130,woman,higher education,lower middle class,person who never had a job,center,Let people come as long as there are jobs available,Let people come as long as there are jobs available,Option 1: I value openness but worry about job competition. Option 2: It seems balanced – allow work if it creates jobs. Option 3: Too restrictive and could hurt the economy. Option 4: Too extreme and xenophobic.,True,True,"{
  ""thinking"": ""Option 1: I value openness but worry about job competition. Option 2: It seems balanced – allow work if it creates jobs. Option 3: Too restrictive and could hurt the economy. Option 4: Too extreme and xenophobic."",
  ""Q130"": ""Let people come as long as there are jobs available""
}",ollama,gpt-oss:20B,1.0,2026-05-16T23:23:38.772123
1642,Argentina,Q130,man,secondary education,lower class,unskilled worker,center-left,Place strict limits on the number of foreigners who can come here,Let people come as long as there are jobs available,"As a lower‑class, unskilled worker in Argentina, I think immigration should help fill job gaps and bring economic activity, but I worry about competition for scarce jobs. I would support letting people come only if there are jobs available, rather than an open or outright restrictive policy.",False,True,"{""thinking"":""As a lower‑class, unskilled worker in Argentina, I think immigration should help fill job gaps and bring economic activity, but I worry about competition for scarce jobs. I would support letting people come only if there are jobs available, rather than an open or outright restrictive policy."",""Q130"":""Let people come as long as there are jobs available""}",ollama,gpt-oss:20B,1.0,2026-05-16T23:23:40.720759
1643,Argentina,Q130,woman,secondary education,working class,person who never had a job,center,Prohibit people coming here from other countries,Let people come as long as there are jobs available,"I would not let anyone come just because it could threaten my job chances. I would let people come only if there are jobs available, so we don't compete for the same work. I would not place strict limits on foreigners because it seems too hard to enforce and may hurt the economy. I would not prohibit people entirely, because we need labor to keep businesses running. I think the best policy is to let people come as long as there are jobs available.",False,True,"{""thinking"":""I would not let anyone come just because it could threaten my job chances. I would let people come only if there are jobs available, so we don't compete for the same work. I would not place strict limits on foreigners because it seems too hard to enforce and may hurt the economy. I would not prohibit people entirely, because we need labor to keep businesses running. I think the best policy is to let people come as long as there are jobs available."",""Q130"":""Let people come as long as there are jobs available""}",ollama,gpt-oss:20B,1.0,2026-05-16T23:23:45.572898
1644,Argentina,Q130,man,secondary education,lower middle class,unskilled worker,center,Let anyone come who wants to,Let people come as long as there are jobs available,"As a lower middle class worker I care about job opportunities and fairness. I would not support open borders for everyone because that could threaten available jobs. I would also not want outright bans; that seems too extreme. I would prefer that people come only if there are jobs available to avoid competition for my work. That is a moderate, centrist stance.",False,True,"{""thinking"":""As a lower middle class worker I care about job opportunities and fairness. I would not support open borders for everyone because that could threaten available jobs. I would also not want outright bans; that seems too extreme. I would prefer that people come only if there are jobs available to avoid competition for my work. That is a moderate, centrist stance."",""Q130"":""Let people come as long as there are jobs available""}",ollama,gpt-oss:20B,1.0,2026-05-16T23:23:47.854307
1646,Argentina,Q130,man,low education,lower class,sales worker,center-left,Let people come as long as there are jobs available,Let people come as long as there are jobs available,"I think the government should allow foreigners to come only if there are jobs available, so that the workforce can meet demand and reduce unemployment. I wouldn't want unlimited entry, but I also don't want to bar everyone. The other options seem too extreme for me.",True,True,"{""thinking"":""I think the government should allow foreigners to come only if there are jobs available, so that the workforce can meet demand and reduce unemployment. I wouldn't want unlimited entry, but I also don't want to bar everyone. The other options seem too extreme for me."",""Q130"":""Let people come as long as there are jobs available""}",ollama,gpt-oss:20B,1.0,2026-05-16T23:23:51.002060
1647,Argentina,Q130,man,secondary education,lower middle class,sales worker,center,Let people come as long as there are jobs available,Let people come as long as there are jobs available,"I would prefer that foreigners come only if there are jobs available, because I don't want to compete with them for employment. I am not a total open or a total closed person. I don't think we should let anyone come unconditionally, nor should we prohibit completely. I'd support limits that match job needs.",True,True,"{""thinking"":""I would prefer that foreigners come only if there are jobs available, because I don't want to compete with them for employment. I am not a total open or a total closed person. I don't think we should let anyone come unconditionally, nor should we prohibit completely. I'd support limits that match job needs."",""Q130"":""Let people come as long as there are jobs available""}",ollama,gpt-oss:20B,1.0,2026-05-16T23:23:54.562462
1648,Argentina,Q130,woman,secondary education,lower middle class,person who never had a job,center,Place strict limits on the number of foreigners who can come here,Let people come as long as there are jobs available,"I would not want unlimited entry because it could push local workers like me out. I think it makes sense for foreigners to work only if there are jobs we can't fill. That way they help, not compete. Strict limits or outright bans feel too harsh and unnecessary.",False,True,"{""thinking"":""I would not want unlimited entry because it could push local workers like me out. I think it makes sense for foreigners to work only if there are jobs we can't fill. That way they help, not compete. Strict limits or outright bans feel too harsh and unnecessary."",""Q130"":""Let people come as long as there are jobs available""}",ollama,gpt-oss:20B,1.0,2026-05-16T23:23:58.104314
1650,Argentina,Q130,woman,secondary education,lower class,person who never had a job,far-left,Let anyone come who wants to,Let anyone come who wants to,"Let anyone come who wants to: I think people should have the right to move and work wherever they need, and I support open borders as a human right. Let people come as long as there are jobs available: I believe jobs are important, but I think workers should not be restricted by job availability – if we need labor, we should create jobs. Place strict limits on the number of foreigners who can come here: I would see that as unjust and restrictive, it would hurt solidarity among workers. Prohibit people coming here from other countries: I would oppose that because it denies people the opportunity to earn a living and contributes to oppression.",True,True,"{""thinking"":""Let anyone come who wants to: I think people should have the right to move and work wherever they need, and I support open borders as a human right. Let people come as long as there are jobs available: I believe jobs are important, but I think workers should not be restricted by job availability – if we need labor, we should create jobs. Place strict limits on the number of foreigners who can come here: I would see that as unjust and restrictive, it would hurt solidarity among workers. Prohibit people coming here from other countries: I would oppose that because it denies people the opportunity to earn a living and contributes to oppression."",""Q130"":""Let anyone come who wants to""}",ollama,gpt-oss:20B,1.0,2026-05-16T23:24:00.956737
1651,Argentina,Q130,woman,secondary education,working class,unskilled worker,center-right,Place strict limits on the number of foreigners who can come here,Let people come as long as there are jobs available,"I would not say anyone can come just to come, that would overload jobs and push us out. I think we should allow workers only when we have jobs to offer, to keep the economy stable. I wouldn't go for strict limits because that can be too harsh and hurt the economy. I also wouldn't prohibit entirely, as that would be too extreme and might be unfair to those who need work.",False,True,"{""thinking"":""I would not say anyone can come just to come, that would overload jobs and push us out. I think we should allow workers only when we have jobs to offer, to keep the economy stable. I wouldn't go for strict limits because that can be too harsh and hurt the economy. I also wouldn't prohibit entirely, as that would be too extreme and might be unfair to those who need work."",""Q130"":""Let people come as long as there are jobs available""}",ollama,gpt-oss:20B,1.0,2026-05-16T23:24:02.807405
1652,Argentina,Q130,woman,secondary education,lower class,unskilled worker,far-left,Place strict limits on the number of foreigners who can come here,Let anyone come who wants to,"As a far‑left, lower‑class worker, I see immigration as a form of solidarity and a way to fight exploitation. Limiting or conditioning entry would be discriminatory and undermine workers’ rights. Therefore I support letting anyone come who wants to.",False,True,"{""thinking"":""As a far‑left, lower‑class worker, I see immigration as a form of solidarity and a way to fight exploitation. Limiting or conditioning entry would be discriminatory and undermine workers’ rights. Therefore I support letting anyone come who wants to."",""Q130"":""Let anyone come who wants to""}",ollama,gpt-oss:20B,1.0,2026-05-16T23:24:06.310680
1661,Argentina,Q130,woman,low education,working class,unskilled worker,far-right,Prohibit people coming here from other countries,Place strict limits on the number of foreigners who can come here,"Let anyone come who wants to: too open and would increase competition for low-wage jobs. Let people come as long as there are jobs available: allows migrants whenever there are vacancies, still risky for my job security. Place strict limits on the number of foreigners who can come here: aligns with far‑right preference for controlled immigration to protect local workers. Prohibit people coming entirely: too extreme, might harm economy and is not the most likely stance.",False,True,"{
  ""thinking"": ""Let anyone come who wants to: too open and would increase competition for low-wage jobs. Let people come as long as there are jobs available: allows migrants whenever there are vacancies, still risky for my job security. Place strict limits on the number of foreigners who can come here: aligns with far‑right preference for controlled immigration to protect local workers. Prohibit people coming entirely: too extreme, might harm economy and is not the most likely stance."",
  ""Q130"": ""Place strict limits on the number of foreigners who can come here""
}",ollama,gpt-oss:20B,1.0,2026-05-16T23:24:10.328393
1662,Argentina,Q130,man,secondary education,lower middle class,unskilled worker,center,Let people come as long as there are jobs available,Let people come as long as there are jobs available,"I think the government should allow foreigners to come for work only if there are actual job openings. That way, people like me who need jobs won't lose opportunities, but we still get help with tasks that are hard to fill locally. Letting anyone come without limits could overload the job market and hurt wages. Strict limits feel too harsh and exclusionary, and outright prohibition would be extreme and hurt the economy. So the most balanced approach is to let them come if there are jobs available.",True,True,"{
  ""thinking"": ""I think the government should allow foreigners to come for work only if there are actual job openings. That way, people like me who need jobs won't lose opportunities, but we still get help with tasks that are hard to fill locally. Letting anyone come without limits could overload the job market and hurt wages. Strict limits feel too harsh and exclusionary, and outright prohibition would be extreme and hurt the economy. So the most balanced approach is to let them come if there are jobs available."",
  ""Q130"": ""Let people come as long as there are jobs available""
}",ollama,gpt-oss:20B,1.0,2026-05-16T23:24:13.402935
1663,Argentina,Q130,man,low education,working class,unskilled worker,center,Place strict limits on the number of foreigners who can come here,Let people come as long as there are jobs available,"Let anyone come who wants to - too liberal, could increase competition for low-skilled jobs and strain social services. Place strict limits on the number of foreigners - too restrictive, could hurt economy and create shortages in certain sectors. Prohibit people coming from other countries - too extreme and ignores potential benefits. Let people come as long as there are jobs available - balanced, allows workforce to meet demand while protecting local job prospects.",False,True,"{""thinking"":""Let anyone come who wants to - too liberal, could increase competition for low-skilled jobs and strain social services. Place strict limits on the number of foreigners - too restrictive, could hurt economy and create shortages in certain sectors. Prohibit people coming from other countries - too extreme and ignores potential benefits. Let people come as long as there are jobs available - balanced, allows workforce to meet demand while protecting local job prospects."",""Q130"":""Let people come as long as there are jobs available""}",ollama,gpt-oss:20B,1.0,2026-05-16T23:24:15.844405
1665,Argentina,Q130,woman,higher education,lower middle class,sales worker,center,Let people come as long as there are jobs available,Let people come as long as there are jobs available,"I’m a lower middle class sales worker in Argentina with a higher education background. I’m politically centrist, so I don’t want an open border with no control, but I also don’t think we should ban foreigners outright. I’m concerned about jobs for people like me, so I’d support letting foreigners come only if there are jobs available. That balances opportunity with protecting local employment.",True,True,"{""thinking"":""I’m a lower middle class sales worker in Argentina with a higher education background. I’m politically centrist, so I don’t want an open border with no control, but I also don’t think we should ban foreigners outright. I’m concerned about jobs for people like me, so I’d support letting foreigners come only if there are jobs available. That balances opportunity with protecting local employment."",""Q130"":""Let people come as long as there are jobs available""}",ollama,gpt-oss:20B,1.0,2026-05-16T23:24:18.224937
1666,Argentina,Q130,man,secondary education,lower middle class,unskilled worker,far-right,Place strict limits on the number of foreigners who can come here,Place strict limits on the number of foreigners who can come here,"I would not allow open borders because I worry about competition for jobs and preserving our culture. The far‑right stance supports limits, not a blanket ban. I want to protect the interests of local workers like myself. So I choose strict limits.",True,True,"{""thinking"":""I would not allow open borders because I worry about competition for jobs and preserving our culture. The far‑right stance supports limits, not a blanket ban. I want to protect the interests of local workers like myself. So I choose strict limits."",""Q130"":""Place strict limits on the number of foreigners who can come here""}",ollama,gpt-oss:20B,1.0,2026-05-16T23:24:20.693457
1670,Argentina,Q130,man,secondary education,lower middle class,sales worker,center,Place strict limits on the number of foreigners who can come here,Let people come as long as there are jobs available,"Let anyone come who wants to - too open, could hurt job prospects for lower‑middle workers like me. Place strict limits on the number of foreigners who can come here - too restrictive, might harm the economy and limit opportunities for my own sector. Prohibit people coming entirely - too extreme and impractical. Let people come as long as there are jobs available - balances economic needs and protection of local employment, fitting a center stance.",False,True,"{""thinking"":""Let anyone come who wants to - too open, could hurt job prospects for lower‑middle workers like me. Place strict limits on the number of foreigners who can come here - too restrictive, might harm the economy and limit opportunities for my own sector. Prohibit people coming entirely - too extreme and impractical. Let people come as long as there are jobs available - balances economic needs and protection of local employment, fitting a center stance."",""Q130"":""Let people come as long as there are jobs available""}",ollama,gpt-oss:20B,1.0,2026-05-16T23:24:23.901159
1671,Argentina,Q130,man,secondary education,working class,sales worker,center,Place strict limits on the number of foreigners who can come here,Let people come as long as there are jobs available,"I see myself as a working‑class Argentine with a center political view. I’m not against immigrants entirely, but I worry about job competition. I think it’s reasonable to allow foreigners to work only if there are open positions, so the economy can absorb them without displacing locals. Unrestricted or prohibited policies would either overload the labor market or be too harsh. Therefore, I support a job‑based approach.",False,True,"{
  ""thinking"": ""I see myself as a working‑class Argentine with a center political view. I’m not against immigrants entirely, but I worry about job competition. I think it’s reasonable to allow foreigners to work only if there are open positions, so the economy can absorb them without displacing locals. Unrestricted or prohibited policies would either overload the labor market or be too harsh. Therefore, I support a job‑based approach."",
  ""Q130"": ""Let people come as long as there are jobs available""
}",ollama,gpt-oss:20B,1.0,2026-05-16T23:24:27.470301
1672,Argentina,Q130,woman,secondary education,lower middle class,higher administrative,center,Place strict limits on the number of foreigners who can come here,Let people come as long as there are jobs available,"I would prefer that foreigners come only if they can fill jobs; I’m not for open borders or strict limits, and I don’t want a ban. I’m a center‑leaning, lower middle‑class Argentine, so a practical approach makes sense.",False,True,"{""thinking"":""I would prefer that foreigners come only if they can fill jobs; I’m not for open borders or strict limits, and I don’t want a ban. I’m a center‑leaning, lower middle‑class Argentine, so a practical approach makes sense."",""Q130"":""Let people come as long as there are jobs available""}",ollama,gpt-oss:20B,1.0,2026-05-16T23:24:29.063919
